lt,rt,lp,rp,lv,rv
1159.0,1142.0,0.1880026,0.1661419,0.0,0.0
16970.0,16874.0,0.2317242,0.2054913,97.0,87.0
38375.0,38273.0,0.3934939,0.367261,264.0,264.0
60307.0,60207.0,0.5946131,0.5727522,321.0,327.0
76694.0,76597.0,0.7432663,0.7257776,317.0,326.0
98760.0,98656.0,0.9225246,0.905036,284.0,284.0
120273.0,120173.0,1.101783,1.079922,291.0,284.0
141865.0,141761.0,1.289786,1.272297,304.0,311.0
158685.0,158587.0,1.438439,1.42095,309.0,309.0
180202.0,180101.0,1.626442,1.600209,305.0,291.0
197059.0,196962.0,1.766351,1.735745,290.0,281.0
218665.0,218561.0,1.936865,1.901887,276.0,269.0
240262.0,240161.0,2.103007,2.068029,269.0,269.0
257070.0,256973.0,2.238544,2.199194,282.0,273.0
278659.0,278555.0,2.400313,2.360963,262.0,262.0
300710.0,300608.0,2.562083,2.522733,256.0,256.0
317096.0,316998.0,2.680131,2.645153,252.0,261.0
338683.0,338579.0,2.837528,2.798179,255.0,248.0
360708.0,360606.0,2.994926,2.955576,250.0,250.0
377095.0,376997.0,3.112974,3.073624,252.0,252.0
399150.0,399047.0,3.270372,3.235394,249.0,256.0
420740.0,420639.0,3.423397,3.388419,248.0,248.0
437127.0,437030.0,3.537073,3.506468,242.0,252.0
459143.0,459039.0,3.694471,3.668237,250.0,257.0
480741.0,480639.0,3.851868,3.825635,255.0,255.0
497595.0,497497.0,3.974288,3.948055,254.0,254.0
519186.0,519083.0,4.131686,4.105453,255.0,255.0
540776.0,540674.0,4.293456,4.26285,262.0,255.0
557498.0,557402.0,4.411504,4.380898,247.0,246.0
579089.0,578985.0,4.573274,4.542668,262.0,262.0
601153.0,601051.0,4.735044,4.704438,256.0,256.0
617536.0,617439.0,4.853092,4.826859,252.0,261.0
639128.0,639024.0,5.01049,4.984256,255.0,255.0
661059.0,660958.0,5.17226,5.141654,258.0,251.0
677356.0,677259.0,5.290308,5.259702,253.0,253.0
699415.0,699311.0,5.452078,5.4171,256.0,249.0
720840.0,720738.0,5.609476,5.574498,257.0,257.0
737228.0,737132.0,5.727524,5.696918,252.0,261.0
759248.0,759145.0,5.889294,5.854316,257.0,250.0
780842.0,780741.0,6.046691,6.011714,255.0,255.0
797693.0,797596.0,6.169112,6.138506,254.0,263.0
819285.0,819182.0,6.326509,6.295904,255.0,255.0
840884.0,840782.0,6.483907,6.453301,255.0,255.0
857694.0,857597.0,6.606328,6.575722,254.0,254.0
