lt,rt,lp,rp,lv,rv
458.0,447.0,136.0,117.0,0.0,0.0
20492.0,20284.0,149.0,129.0,649.0,604.0
37037.0,36834.0,170.0,151.0,1269.0,1329.0
57758.0,57552.0,202.0,186.0,1544.0,1689.0
78469.0,78264.0,239.0,228.0,1786.0,2027.0
99601.0,99394.0,282.0,275.0,2034.0,2224.0
120312.0,120108.0,328.0,324.0,2220.0,2365.0
137220.0,137012.0,367.0,366.0,2306.0,2484.0
158107.0,157903.0,417.0,420.0,2394.0,2584.0
179006.0,178800.0,469.0,476.0,2488.0,2679.0
200305.0,200101.0,525.0,536.0,2629.0,2816.0
216773.0,216568.0,570.0,584.0,2731.0,2915.0
238105.0,237901.0,628.0,647.0,2719.0,2952.0
259003.0,258797.0,687.0,710.0,2822.0,3014.0
279893.0,279690.0,746.0,774.0,2824.0,3063.0
296771.0,296564.0,795.0,827.0,2902.0,3140.0
317658.0,317453.0,855.0,893.0,2873.0,3159.0
338997.0,338791.0,917.0,961.0,2905.0,3186.0
359884.0,359681.0,978.0,1027.0,2920.0,3159.0
376438.0,376231.0,1026.0,1080.0,2898.0,3202.0
397940.0,397737.0,1089.0,1149.0,2930.0,3208.0
419010.0,418804.0,1151.0,1217.0,2942.0,3227.0
436081.0,435878.0,1201.0,1272.0,2928.0,3221.0
457154.0,456946.0,1264.0,1341.0,2990.0,3275.0
478213.0,478010.0,1327.0,1409.0,2991.0,3228.0
499695.0,499489.0,1391.0,1478.0,2979.0,3212.0
516326.0,516121.0,1440.0,1531.0,2945.0,3186.0
537840.0,537634.0,1504.0,1601.0,2975.0,3254.0
558903.0,558701.0,1567.0,1669.0,2990.0,3227.0
579978.0,579772.0,1630.0,1737.0,2989.0,3226.0
597020.0,596817.0,1681.0,1792.0,2991.0,3226.0
618094.0,617887.0,1744.0,1860.0,2990.0,3227.0
639596.0,639391.0,1808.0,1930.0,2976.0,3255.0
656237.0,656029.0,1858.0,1984.0,3003.0,3245.0
677298.0,677093.0,1921.0,2054.0,2992.0,3323.0
698813.0,698606.0,1986.0,2124.0,3021.0,3253.0
719876.0,719673.0,2049.0,2193.0,2990.0,3275.0
736958.0,736753.0,2100.0,2248.0,2985.0,3219.0
758023.0,757820.0,2163.0,2317.0,2991.0,3275.0
779098.0,778890.0,2225.0,2386.0,2942.0,3274.0
796139.0,795935.0,2276.0,2441.0,2992.0,3226.0
817211.0,817003.0,2339.0,2511.0,2990.0,3322.0
838713.0,838510.0,2403.0,2581.0,2976.0,3255.0
859788.0,859581.0,2465.0,2650.0,2941.0,3274.0
876419.0,876214.0,2514.0,2705.0,2945.0,3306.0
897935.0,897729.0,2578.0,2775.0,2975.0,3253.0
918998.0,918795.0,2641.0,2844.0,2990.0,3274.0
936079.0,935873.0,2691.0,2898.0,2926.0,3161.0
957142.0,956938.0,2754.0,2966.0,2991.0,3228.0
978212.0,978004.0,2815.0,3034.0,2895.0,3227.0
999682.0,999479.0,2879.0,3103.0,2980.0,3213.0
1016324.0,1016117.0,2928.0,3156.0,2943.0,3185.0
1038000.0,1037797.0,2992.0,3226.0,2953.0,3228.0
1059248.0,1059040.0,3055.0,3295.0,2964.0,3247.0
1080486.0,1080281.0,3119.0,3363.0,3013.0,3201.0
1097710.0,1097504.0,3170.0,3420.0,2960.0,3309.0
1118949.0,1118746.0,3233.0,3489.0,2966.0,3248.0
1136206.0,1135998.0,3284.0,3544.0,2954.0,3187.0
1157442.0,1157239.0,3347.0,3612.0,2966.0,3201.0
1178693.0,1178486.0,3411.0,3681.0,3011.0,3247.0
1200342.0,1200138.0,3475.0,3751.0,2956.0,3232.0
1217158.0,1216950.0,3525.0,3806.0,2972.0,3271.0
1238835.0,1238632.0,3589.0,3877.0,2953.0,3274.0
1260083.0,1259876.0,3652.0,3946.0,2964.0,3247.0
1276886.0,1276683.0,3702.0,4000.0,2974.0,3213.0
1298574.0,1298368.0,3766.0,4070.0,2951.0,3228.0
1319814.0,1319611.0,3828.0,4140.0,2918.0,3295.0
1337070.0,1336864.0,3879.0,4196.0,2954.0,3245.0
1358309.0,1358105.0,3941.0,4265.0,2919.0,3248.0
1379559.0,1379351.0,4004.0,4333.0,2964.0,3200.0
1396774.0,1396570.0,4054.0,4388.0,2903.0,3194.0
1418024.0,1417817.0,4117.0,4457.0,2965.0,3247.0
1439703.0,1439500.0,4180.0,4527.0,2906.0,3228.0
1456519.0,1456312.0,4231.0,4581.0,3031.0,3211.0
1477758.0,1477554.0,4294.0,4649.0,2966.0,3201.0
1499417.0,1499209.0,4358.0,4719.0,2955.0,3232.0
1516222.0,1516017.0,4408.0,4773.0,2974.0,3212.0
1537911.0,1537706.0,4472.0,4843.0,2951.0,3227.0
1559151.0,1558947.0,4535.0,4911.0,2966.0,3201.0
1580399.0,1580194.0,4599.0,4979.0,3011.0,3200.0
1597615.0,1597411.0,4650.0,5034.0,2961.0,3194.0
1618862.0,1618655.0,4713.0,5102.0,2965.0,3201.0
1636108.0,1635903.0,4764.0,5158.0,2956.0,3246.0
1657352.0,1657144.0,4827.0,5227.0,2965.0,3248.0
1678587.0,1678383.0,4890.0,5295.0,2966.0,3201.0
1700248.0,1700040.0,4955.0,5365.0,3001.0,3232.0
1717051.0,1716848.0,5005.0,5419.0,2974.0,3212.0
1738740.0,1738534.0,5069.0,5489.0,2951.0,3228.0
1759978.0,1759775.0,5133.0,5558.0,3013.0,3248.0
1776794.0,1776588.0,5183.0,5613.0,2972.0,3271.0
1798474.0,1798269.0,5248.0,5683.0,2999.0,3228.0
1819723.0,1819516.0,5311.0,5750.0,2964.0,3153.0
1836969.0,1836766.0,5363.0,5806.0,3014.0,3246.0
1858219.0,1858011.0,5426.0,5874.0,2965.0,3200.0
1879458.0,1879254.0,5488.0,5942.0,2918.0,3201.0
1896686.0,1896480.0,5539.0,5998.0,2959.0,3251.0
1917924.0,1917721.0,5603.0,6066.0,3014.0,3201.0
1939614.0,1939406.0,5667.0,6136.0,2950.0,3227.0
1956420.0,1956215.0,5718.0,6191.0,3033.0,3272.0
1977667.0,1977460.0,5781.0,6260.0,2965.0,3247.0
1999317.0,1999113.0,5846.0,6330.0,3002.0,3232.0
