lt,rt,lp,rp,lv,rv
1013.0,981.0,-0.0,-0.004372155,0.0,0.0
21619.0,21491.0,0.01311646,0.01311646,22.0,29.0
43449.0,43287.0,0.05246586,0.04372155,63.0,49.0
59497.0,59339.0,0.07869878,0.06558232,57.0,47.0
80827.0,80663.0,0.1049317,0.08307094,43.0,28.0
102480.0,102315.0,0.1224203,0.1049317,28.0,35.0
123776.0,123614.0,0.1530254,0.1355368,50.0,50.0
140266.0,140108.0,0.1792583,0.1573976,55.0,46.0
161578.0,161412.0,0.2098634,0.1880026,50.0,50.0
182880.0,182716.0,0.2404685,0.2142356,50.0,43.0
199326.0,199165.0,0.2623293,0.2360964,46.0,46.0
220628.0,220463.0,0.2973065,0.2623293,57.0,43.0
242399.0,242234.0,0.3279116,0.2929344,49.0,49.0
263697.0,263533.0,0.3585167,0.3235394,50.0,50.0
279709.0,279551.0,0.3803774,0.3454002,47.0,47.0
301441.0,301275.0,0.4109825,0.3716331,49.0,42.0
322737.0,322571.0,0.4415876,0.3978661,50.0,43.0
339219.0,339058.0,0.4634484,0.424099,46.0,55.0
360430.0,360265.0,0.4940535,0.4459598,50.0,36.0
381729.0,381563.0,0.5246586,0.4765648,50.0,50.0
403450.0,403286.0,0.5596358,0.50717,56.0,49.0
419288.0,419130.0,0.5814966,0.5246586,48.0,38.0
441062.0,440896.0,0.6121017,0.5552636,49.0,49.0
462350.0,462185.0,0.6427068,0.5858687,50.0,50.0
483641.0,483477.0,0.6733118,0.6164738,50.0,50.0
500082.0,499925.0,0.6995448,0.6383346,55.0,46.0
521381.0,521215.0,0.7257777,0.6645675,43.0,43.0
543142.0,542976.0,0.7563828,0.6951725,49.0,49.0
559150.0,558990.0,0.7826158,0.7214055,57.0,57.0
580446.0,580281.0,0.8088488,0.7476385,43.0,43.0
602166.0,602001.0,0.8394538,0.7738714,49.0,42.0
623454.0,623289.0,0.874431,0.8044765,57.0,50.0
639842.0,639684.0,0.8962918,0.8263372,46.0,46.0
661137.0,660971.0,0.926897,0.8525702,50.0,43.0
682338.0,682173.0,0.957502,0.8831753,50.0,50.0
703963.0,703801.0,0.9881071,0.9137803,49.0,49.0
719975.0,719816.0,1.009968,0.9356411,47.0,47.0
741649.0,741484.0,1.044945,0.961874,56.0,42.0
762759.0,762594.0,1.071178,0.9924791,43.0,50.0
783954.0,783789.0,1.101783,1.023084,50.0,50.0
800208.0,800050.0,1.128016,1.044945,56.0,47.0
821324.0,821157.0,1.162993,1.071178,57.0,43.0
842897.0,842732.0,1.189226,1.106155,42.0,56.0
863998.0,863836.0,1.219831,1.13676,50.0,50.0
879743.0,879585.0,1.246064,1.154249,58.0,38.0
901286.0,901121.0,1.276669,1.184854,49.0,49.0
922390.0,922225.0,1.302902,1.215459,43.0,50.0
943959.0,943794.0,1.333507,1.246064,49.0,49.0
959783.0,959625.0,1.355368,1.267925,48.0,48.0
980895.0,980730.0,1.390345,1.29853,57.0,50.0
1002340.0,1002175.0,1.416578,1.324763,42.0,42.0
1023597.0,1023432.0,1.451555,1.355368,57.0,50.0
1040055.0,1039897.0,1.473416,1.377228,46.0,46.0
1061321.0,1061156.0,1.504021,1.407834,50.0,50.0
1082581.0,1082416.0,1.530254,1.434067,43.0,43.0
1098997.0,1098836.0,1.556487,1.460299,55.0,55.0
1120259.0,1120094.0,1.58272,1.48216,43.0,35.0
1141823.0,1141658.0,1.613325,1.512765,49.0,49.0
1163078.0,1162913.0,1.64393,1.54337,50.0,50.0
1178899.0,1178742.0,1.665791,1.565231,48.0,48.0
1200593.0,1200427.0,1.696396,1.595836,49.0,49.0
1221852.0,1221687.0,1.731373,1.630813,57.0,57.0
1243575.0,1243411.0,1.757606,1.661418,42.0,49.0
1259561.0,1259403.0,1.779467,1.678907,47.0,38.0
1280829.0,1280664.0,1.810072,1.713884,50.0,57.0
1302512.0,1302346.0,1.836305,1.744489,42.0,49.0
1323762.0,1323596.0,1.871282,1.775094,57.0,50.0
1340213.0,1340055.0,1.893143,1.796955,46.0,46.0
1361472.0,1361306.0,1.923748,1.82756,50.0,50.0
1382639.0,1382474.0,1.949981,1.858165,43.0,50.0
1399053.0,1398892.0,1.976214,1.880026,55.0,46.0
1420308.0,1420142.0,2.002447,1.906259,43.0,43.0
1442028.0,1441862.0,2.033052,1.936864,49.0,49.0
1463277.0,1463112.0,2.063657,1.967469,50.0,50.0
1479260.0,1479103.0,2.085518,1.993702,47.0,57.0
1500945.0,1500779.0,2.116123,2.024307,49.0,49.0
1522187.0,1522022.0,2.146728,2.05054,50.0,43.0
1543810.0,1543645.0,2.177333,2.081145,49.0,49.0
1559787.0,1559630.0,2.199194,2.103006,47.0,47.0
1581043.0,1580876.0,2.229799,2.137983,50.0,57.0
1602713.0,1602548.0,2.256032,2.164216,42.0,42.0
1623951.0,1623787.0,2.286637,2.194821,50.0,50.0
1640397.0,1640238.0,2.308498,2.216682,46.0,46.0
1661644.0,1661479.0,2.343475,2.247287,57.0,50.0
1682889.0,1682725.0,2.369708,2.277892,43.0,50.0
1699297.0,1699136.0,2.391569,2.299753,46.0,46.0
1720539.0,1720374.0,2.426546,2.330358,57.0,50.0
1742248.0,1742083.0,2.457151,2.360963,49.0,49.0
1763487.0,1763321.0,2.483384,2.391568,43.0,50.0
1779464.0,1779306.0,2.505245,2.413429,47.0,47.0
1801136.0,1800970.0,2.540222,2.444034,56.0,49.0
1822371.0,1822206.0,2.566455,2.474639,43.0,50.0
1844074.0,1843912.0,2.601432,2.500872,56.0,42.0
1860051.0,1859893.0,2.618921,2.522733,38.0,47.0
1881295.0,1881128.0,2.653898,2.553338,57.0,50.0
1902957.0,1902792.0,2.684503,2.583943,49.0,49.0
1918928.0,1918767.0,2.706364,2.605804,47.0,47.0
1940634.0,1940469.0,2.736969,2.636409,49.0,49.0
1961869.0,1961703.0,2.763202,2.667014,43.0,50.0
1983099.0,1982934.0,2.798179,2.693247,57.0,43.0
1999500.0,1999342.0,2.82004,2.715108,46.0,46.0
