x,y
810.8346,-56.98261
814.174,-60.03175
817.1501,-63.22845
819.7392,-66.52107
822.0127,-69.93527
823.9972,-73.35956
825.7637,-76.81125
827.3945,-80.41243
828.8943,-84.14669
830.2721,-87.96443
831.5189,-91.80201
832.6314,-95.6274
833.606,-99.43132
834.4493,-103.2481
835.1528,-107.0024
835.7844,-110.7903
836.3652,-114.6414
836.9001,-118.639
837.3287,-122.6531
837.6201,-126.6366
837.7792,-130.645
837.8052,-134.7286
837.6917,-138.9344
837.4526,-143.1257
837.1526,-147.1907
836.824,-151.1101
836.4567,-155.021
836.0417,-159.0542
835.5725,-163.1655
835.047,-167.3184
834.5023,-171.3702
833.9831,-175.2317
833.4868,-179.0189
833.0041,-182.8678
832.5052,-186.846
831.9554,-190.7695
831.2923,-194.6253
830.4528,-198.4137
829.387,-202.2108
828.0793,-206.0385
826.5276,-209.8828
824.8334,-213.5956
823.0676,-217.1768
821.2469,-220.6903
819.2961,-224.3062
817.2675,-227.9207
815.1882,-231.4942
813.1022,-234.9454
810.966,-238.3336
808.7858,-241.6271
806.5699,-244.8331
804.3797,-247.95
802.2346,-251.0318
800.1153,-254.1948
797.997,-257.5545
795.901,-261.1021
794.0391,-264.5169
792.5829,-267.3735
791.3889,-269.6344
790.0649,-271.8305
788.3001,-274.3301
786.2423,-277.131
784.1287,-279.9094
781.9819,-282.6611
779.69,-285.3742
777.1592,-288.0532
774.5062,-290.5884
771.7905,-292.9512
768.9744,-295.1239
765.9256,-297.1479
762.5353,-299.0415
758.8142,-300.7653
754.851,-302.2542
750.7796,-303.4516
746.6943,-304.3386
742.6003,-304.9176
738.5644,-305.2025
734.5665,-305.2044
730.5157,-304.9133
726.4632,-304.3213
722.4913,-303.4951
718.7131,-302.5547
715.014,-301.4929
711.3857,-300.2249
707.829,-298.6245
704.4019,-296.6946
701.0643,-294.4299
697.8861,-291.874
694.8936,-289.064
692.1526,-286.0765
689.6503,-282.919
687.3798,-279.5455
685.3892,-276.0065
683.6926,-272.3412
682.317,-268.6512
681.0703,-264.8628
680.1314,-260.9731
679.5237,-256.9869
679.2764,-253.0274
679.3887,-249.1178
679.8571,-245.191
680.6839,-241.2873
681.8628,-237.4285
683.3613,-233.6991
685.1586,-230.1002
687.233,-226.6555
689.5446,-223.4089
692.0905,-220.344
694.8278,-217.4886
697.7385,-214.8434
700.8407,-212.3808
704.1617,-210.1042
708.1371,-207.7757
711.6699,-205.9966
713.4921,-205.1588
713.45,-205.1781
712.77,-205.4935
712.7433,-205.506
713.0779,-205.3544
713.5943,-205.1389
714.0139,-204.9842
714.2695,-204.8992
714.3027,-204.8893
714.3156,-204.8858
714.2953,-204.8903
714.3377,-204.882
714.3707,-204.8758
714.2372,-204.9043
713.9799,-204.9664
713.6429,-205.058
713.411,-205.121
713.1352,-205.1849
712.9501,-205.2226
712.857,-205.2393
712.9156,-205.2297
713.0375,-205.2111
713.129,-205.1989
713.241,-205.1859
713.3736,-205.1701
713.4741,-205.1535
713.5087,-205.1467
713.5352,-205.1416
713.7845,-205.0974
714.1611,-205.0431
714.5566,-204.9977
714.8781,-204.9655
715.2614,-204.9202
715.5729,-204.8735
715.7639,-204.8364
715.7401,-204.8414
715.652,-204.8611
715.5607,-204.8829
715.5186,-204.8935
715.4768,-204.904
715.4114,-204.9179
715.3857,-204.9226
715.3536,-204.9285
715.177,-204.9648
714.8356,-205.0467
714.4982,-205.138
714.2626,-205.2052
714.1286,-205.243
714.0401,-205.2682
714.0868,-205.2537
714.0884,-205.2531
713.9694,-205.2955
713.7457,-205.363
713.6392,-205.3946
713.6656,-205.3864
713.6295,-205.3996
713.4653,-205.4703
713.2738,-205.5632
713.2198,-205.5903
713.2245,-205.5881
713.2541,-205.5743
713.311,-205.5483
713.5573,-205.428
713.8296,-205.275
714.0641,-205.1316
714.1174,-205.0993
714.1719,-205.0689
714.2511,-205.0278
714.3959,-204.9553
714.5982,-204.8571
714.7897,-204.7667
714.956,-204.6887
714.9997,-204.6679
714.8543,-204.7401
714.6544,-204.8501
714.5439,-204.9137
714.5981,-204.881
714.6717,-204.8379
714.7449,-204.7953
714.8785,-204.715
715.1512,-204.5441
715.438,-204.367
715.7081,-204.2048
715.8751,-204.1064
716.0496,-204.0032
716.1841,-203.9197
716.3466,-203.8176
716.5132,-203.7145
716.7484,-203.582
716.9999,-203.4536
717.1279,-203.393
717.2065,-203.3569
717.374,-203.2733
717.6394,-203.1322
717.8808,-202.994
718.0564,-202.8927
718.1882,-202.8157
718.3569,-202.7151
718.4857,-202.6358
718.5961,-202.5678
718.6021,-202.5643
718.5803,-202.5767
718.5734,-202.5806
718.5165,-202.6175
718.3427,-202.7486
718.0445,-202.979
717.7134,-203.2305
716.6895,-203.9821
714.6639,-205.4863
711.7648,-207.7356
708.3475,-210.3931
704.3681,-213.1866
699.5853,-216.3803
694.21,-219.6176
687.7988,-223.0911
680.0566,-226.9042
670.6896,-231.4787
660.1861,-236.6662
648.9475,-242.4517
637.2156,-248.607
625.4117,-255.1215
613.4617,-262.0143
601.3643,-269.1
588.9312,-276.3452
576.4546,-283.468
563.7802,-290.6106
550.9009,-297.6813
537.7333,-304.8344
524.3945,-311.8328
510.9676,-318.7826
497.4913,-325.6068
483.9962,-332.4216
470.5955,-339.1888
457.1892,-345.9215
443.8086,-352.5299
430.2602,-359.0906
416.6053,-365.4427
402.5681,-371.5597
388.3504,-377.6057
373.8864,-383.4176
359.3383,-388.9465
344.6262,-394.1483
329.8213,-399.3089
314.8333,-404.3288
299.6951,-409.3057
284.3864,-414.0947
268.9686,-418.8615
253.5257,-423.5797
238.0437,-428.2911
222.5659,-432.8699
207.0816,-437.3946
191.6079,-441.7859
176.0681,-445.9543
160.5131,-450.0529
144.9476,-454.0249
129.3459,-457.8588
113.7108,-461.4623
98.04797,-464.999
82.34874,-468.1971
66.64743,-471.2687
50.97715,-473.9025
35.27919,-476.3798
19.57614,-478.537
3.692888,-480.414
-12.19447,-481.8809
-28.13854,-483.2103
-44.02963,-484.2335
-59.98396,-484.6945
-75.93605,-484.9427
-91.88297,-484.7123
-107.8306,-483.9853
-123.7663,-482.6186
-139.7063,-481.0729
-155.5655,-479.1606
-171.3503,-477.0612
-186.9706,-474.4156
-202.5667,-471.5776
-218.0241,-468.1391
-233.6101,-464.4532
-249.0235,-460.132
-264.4155,-455.5946
-279.5688,-450.6663
-294.5208,-445.0572
-309.3768,-439.2
-323.9939,-432.8855
-338.3805,-426.1125
-352.4581,-418.7039
-366.5035,-411.051
-380.1488,-402.7475
-393.6512,-394.1773
-406.5262,-384.8773
-419.2099,-375.3237
-431.4566,-365.3072
-443.5901,-354.9715
-455.0405,-343.9177
-466.263,-332.6165
-476.9485,-320.8805
-486.8915,-308.4644
-496.5964,-295.807
-505.7468,-282.8293
-514.3477,-269.4667
-522.1006,-255.5962
-529.5988,-241.4523
-536.4957,-226.9993
-543.0941,-212.4291
-548.7842,-197.5986
-554.179,-182.6503
-558.9254,-167.5869
-563.3864,-152.311
-566.8481,-136.8077
-569.9747,-121.1801
-572.4117,-105.4944
-573.7981,-89.68315
-574.4826,-73.78134
-574.4421,-57.83697
-574.0481,-41.92479
-572.9707,-26.12716
-571.5554,-10.30378
-569.0593,5.353195
-565.9094,20.9561
-562.2054,36.36708
-558.0106,51.70409
-553.5845,66.95067
-548.5411,81.9304
-543.1539,96.77637
-537.6202,111.5636
-531.7601,126.2219
-525.4039,140.6579
-518.8094,154.9829
-511.9893,169.2924
-504.947,183.4953
-497.779,197.6343
-490.3569,211.6135
-482.6703,225.4532
-474.7444,239.1446
-466.6462,252.7818
-458.2623,266.2446
-449.7354,279.6365
-440.9061,292.6575
-431.799,305.496
-422.5544,318.2262
-412.9893,330.8003
-403.043,343.0642
-392.8492,355.1591
-382.4188,367.0973
-371.7831,378.8163
-361.0449,390.4129
-350.0845,401.709
-338.8155,412.7691
-327.3194,423.6093
-315.6651,434.4044
-303.8714,444.9455
-291.9866,455.4028
-279.9421,465.5577
-267.708,475.5965
-255.4406,485.549
-243.0604,495.3446
-230.4924,504.8864
-217.767,514.2612
-204.8227,523.49
-191.7486,532.4865
-178.623,541.3688
-165.4037,550.0388
-152.0634,558.5359
-138.6168,566.8303
-125.0432,575.0372
-111.296,582.9375
-97.32803,590.577
-83.24902,597.9153
-69.06085,605.0518
-54.86358,612.0747
-40.61858,618.8669
-26.18997,625.3765
-11.70093,631.6823
