lt,rt,lp,rp,lv,rv
1264.0,1263.0,0.07869878,0.05683801,0.0,0.0
21252.0,21189.0,0.113676,0.0874431,61.0,53.0
41104.0,41048.0,0.196747,0.1617697,146.0,130.0
61401.0,61354.0,0.2798179,0.2448407,143.0,143.0
81143.0,81101.0,0.3585167,0.3191673,139.0,131.0
101332.0,101297.0,0.4503319,0.4022383,159.0,143.0
121289.0,121261.0,0.5508915,0.4984257,176.0,168.0
141697.0,146753.0,0.6601954,0.6033574,187.0,179.0
161010.0,160659.0,0.7563828,0.7039169,174.0,185.0
181334.0,180992.0,0.8569424,0.8001043,173.0,165.0
200798.0,200474.0,0.957502,0.8962917,180.0,172.0
221124.0,220816.0,1.058062,0.9924791,173.0,165.0
241274.0,240986.0,1.154249,1.088667,167.0,166.0
260960.0,260682.0,1.250436,1.189226,170.0,178.0
281334.0,281063.0,1.350996,1.285414,172.0,165.0
300837.0,300577.0,1.451555,1.381601,180.0,172.0
321296.0,321064.0,1.547743,1.477788,164.0,164.0
340914.0,340694.0,1.64393,1.573976,171.0,171.0
361470.0,361357.0,1.74449,1.674535,172.0,170.0
381588.0,381482.0,1.845049,1.770722,174.0,167.0
401579.0,401479.0,1.941237,1.86691,168.0,168.0
421080.0,420986.0,2.037424,1.963097,172.0,172.0
441108.0,441020.0,2.133611,2.054913,168.0,160.0
461390.0,461310.0,2.229799,2.155472,165.0,173.0
481032.0,480959.0,2.325986,2.251659,171.0,171.0
501123.0,501056.0,2.422174,2.347847,167.0,167.0
521468.0,521409.0,2.522733,2.448406,172.0,172.0
541598.0,541545.0,2.623292,2.544594,174.0,167.0
561323.0,561276.0,2.71948,2.640781,170.0,170.0
581643.0,581604.0,2.820039,2.74134,173.0,173.0
601082.0,601049.0,2.911855,2.833156,165.0,165.0
621530.0,621505.0,3.012414,2.933715,172.0,172.0
646183.0,645851.0,3.104229,3.051763,164.0,169.0
661033.0,660682.0,3.204789,3.121718,176.0,164.0
681193.0,680856.0,3.305348,3.217905,174.0,166.0
701167.0,700845.0,3.397163,3.314092,160.0,168.0
721424.0,721122.0,3.497723,3.41028,173.0,166.0
741429.0,741145.0,3.59391,3.510839,168.0,175.0
761038.0,760765.0,3.690098,3.602654,171.0,163.0
781423.0,781156.0,3.786285,3.698842,165.0,165.0
800939.0,800700.0,3.882472,3.795029,172.0,172.0
821433.0,821204.0,3.97866,3.895589,164.0,171.0
840980.0,840863.0,4.070475,3.991776,164.0,172.0
861177.0,861065.0,4.171035,4.092336,174.0,173.0
881391.0,881287.0,4.267222,4.188523,166.0,166.0
901391.0,901294.0,4.367782,4.289083,175.0,175.0
920983.0,920893.0,4.46397,4.380898,171.0,163.0
941600.0,941516.0,4.564529,4.481458,170.0,170.0
961234.0,961155.0,4.660717,4.582018,171.0,179.0
981548.0,981478.0,4.761277,4.678205,173.0,165.0
1001652.0,1001589.0,4.857464,4.774393,167.0,167.0
1021506.0,1021449.0,4.953652,4.870581,169.0,169.0
1041147.0,1041096.0,5.049839,4.97114,171.0,179.0
1061619.0,1061576.0,5.150399,5.0717,171.0,171.0
1081360.0,1081323.0,5.246587,5.167888,170.0,170.0
1101061.0,1101032.0,5.338402,5.264075,163.0,170.0
1121676.0,1121656.0,5.438962,5.360263,170.0,163.0
1141048.0,1140691.0,5.539522,5.452078,181.0,168.0
1161344.0,1160996.0,5.635709,5.552638,165.0,173.0
1181017.0,1180691.0,5.731897,5.644454,171.0,163.0
1201176.0,1200857.0,5.828084,5.745013,166.0,174.0
1220964.0,1220676.0,5.924272,5.841201,170.0,169.0
1241232.0,1240950.0,6.024832,5.941761,173.0,173.0
1261102.0,1260830.0,6.121019,6.04232,169.0,177.0
1280909.0,1280647.0,6.217207,6.134136,169.0,162.0
1301274.0,1301037.0,6.313395,6.234695,165.0,172.0
1321284.0,1321061.0,6.413954,6.330883,175.0,168.0
1341187.0,1341071.0,6.50577,6.427071,162.0,168.0
1361480.0,1361373.0,6.606329,6.523258,172.0,165.0
1381203.0,1381101.0,6.698145,6.619446,162.0,170.0
1401371.0,1401277.0,6.798705,6.715633,174.0,166.0
1421136.0,1421047.0,6.894892,6.816193,170.0,178.0
1441346.0,1441265.0,6.99108,6.912381,166.0,166.0
1461079.0,1461004.0,7.087267,7.008568,170.0,170.0
1481561.0,1481493.0,7.187827,7.104756,171.0,164.0
1501168.0,1501106.0,7.284015,7.200943,171.0,171.0
1521028.0,1520974.0,7.380202,7.301503,169.0,177.0
1541337.0,1541290.0,7.480762,7.397691,173.0,165.0
1561243.0,1561201.0,7.572577,7.493878,161.0,169.0
1581167.0,1581132.0,7.673137,7.590066,176.0,168.0
1601537.0,1601511.0,7.769325,7.690626,165.0,172.0
1621506.0,1626288.0,7.865512,7.813046,168.0,173.0
1640753.0,1640401.0,7.9617,7.883,175.0,173.0
1661309.0,1660968.0,8.057887,7.979188,163.0,163.0
1681010.0,1680688.0,8.154075,8.075376,170.0,170.0
1701178.0,1700885.0,8.250262,8.175935,166.0,174.0
1720996.0,1720712.0,8.350821,8.272122,177.0,169.0
1741278.0,1741002.0,8.447009,8.36831,165.0,165.0
1761074.0,1760807.0,8.543197,8.464498,170.0,169.0
1780979.0,1780719.0,8.643756,8.560685,176.0,169.0
1801390.0,1801165.0,8.739944,8.661244,164.0,172.0
1821417.0,1821195.0,8.840503,8.757432,175.0,168.0
1841534.0,1841422.0,8.93669,8.85362,167.0,166.0
1861088.0,1860982.0,9.032878,8.949807,172.0,172.0
1881481.0,1881384.0,9.129066,9.050366,165.0,172.0
1900996.0,1900905.0,9.225253,9.142181,172.0,164.0
1921427.0,1921342.0,9.321441,9.238369,164.0,164.0
1941645.0,1941567.0,9.422,9.338928,174.0,174.0
1961213.0,1961140.0,9.518188,9.435116,172.0,172.0
1981042.0,1980979.0,9.610003,9.526931,162.0,161.0
