lt,rt,lp,rp,lv,rv
1148.0,1128.0,0.6951725,0.5814965,0.0,0.0
17096.0,17015.0,0.7520106,0.6339624,125.0,116.0
39461.0,39370.0,0.9793626,0.8613144,355.0,355.0
55991.0,55909.0,1.193598,1.079922,453.0,462.0
77696.0,77605.0,1.504021,1.385973,500.0,493.0
99827.0,99737.0,1.810072,1.696396,484.0,490.0
116183.0,116101.0,2.02868,1.92812,467.0,495.0
138354.0,138266.0,2.343475,2.242915,496.0,497.0
160235.0,160147.0,2.65827,2.544594,503.0,482.0
176678.0,176596.0,2.903111,2.771946,521.0,483.0
198984.0,198893.0,3.235394,3.095485,521.0,507.0
220862.0,220772.0,3.567678,3.427769,531.0,531.0
237857.0,237775.0,3.830007,3.685726,540.0,530.0
259731.0,259640.0,4.166663,4.026754,538.0,545.0
276255.0,276174.0,4.420248,4.280339,537.0,536.0
298552.0,298461.0,4.765648,4.62574,542.0,542.0
320339.0,320252.0,5.102304,4.958024,540.0,533.0
337331.0,337250.0,5.360261,5.215981,531.0,531.0
359203.0,359113.0,5.692545,5.552637,531.0,538.0
381079.0,380990.0,6.024829,5.889293,531.0,538.0
398033.0,397950.0,6.282786,6.151622,532.0,541.0
419902.0,419811.0,6.619442,6.483906,538.0,532.0
436894.0,436811.0,6.881772,6.737491,540.0,522.0
458773.0,458683.0,7.214056,7.069775,531.0,531.0
480643.0,480554.0,7.54634,7.397686,531.0,524.0
497508.0,497426.0,7.804296,7.651271,535.0,526.0
519374.0,519285.0,8.13658,7.983555,531.0,532.0
536279.0,536198.0,8.394538,8.241512,534.0,533.0
558144.0,558053.0,8.731194,8.578168,538.0,539.0
580015.0,579925.0,9.067849,8.910452,538.0,531.0
596965.0,596882.0,9.325807,9.168409,532.0,532.0
618828.0,618737.0,9.662462,9.500693,538.0,532.0
641160.0,641070.0,10.00786,9.841722,541.0,534.0
657681.0,657598.0,10.25708,10.09093,527.0,527.0
679545.0,679454.0,10.59373,10.41885,538.0,525.0
696493.0,696410.0,10.84732,10.6768,523.0,532.0
718276.0,718186.0,11.17523,11.00471,526.0,527.0
740609.0,740519.0,11.51626,11.34137,534.0,527.0
757128.0,757046.0,11.76547,11.59058,527.0,527.0
778993.0,778903.0,12.10212,11.92287,538.0,532.0
795941.0,795858.0,12.36008,12.18083,532.0,532.0
817798.0,817707.0,12.69237,12.50874,532.0,525.0
840128.0,840039.0,13.03339,12.84539,534.0,527.0
856649.0,856567.0,13.28261,13.09461,527.0,527.0
878507.0,878417.0,13.61489,13.42252,532.0,525.0
900792.0,900702.0,13.94718,13.75917,521.0,528.0
917311.0,917231.0,14.20076,14.00839,537.0,527.0
939638.0,939548.0,14.53742,14.34504,527.0,528.0
956156.0,956074.0,14.78663,14.59425,528.0,527.0
978020.0,977929.0,15.11891,14.92217,531.0,525.0
1000304.0,1000215.0,15.45557,15.25882,528.0,528.0
1016984.0,1016902.0,15.70915,15.50803,531.0,522.0
1039466.0,1039376.0,16.05018,15.84906,530.0,531.0
1056141.0,1056058.0,16.30377,16.09828,532.0,522.0
1078154.0,1078063.0,16.63605,16.43056,528.0,528.0
1100597.0,1100507.0,16.97271,16.76722,525.0,525.0
1117272.0,1117192.0,17.22629,17.01206,532.0,513.0
1139748.0,1139657.0,17.56295,17.34871,524.0,524.0
1156424.0,1156343.0,17.81653,17.6023,532.0,531.0
1178347.0,1178258.0,18.14445,17.93021,523.0,523.0
1200781.0,1200691.0,18.4811,18.26687,525.0,525.0
1217383.0,1217302.0,18.73031,18.51171,525.0,515.0
1239855.0,1239765.0,19.0626,18.84836,517.0,524.0
1256458.0,1256375.0,19.31181,19.0932,525.0,515.0
1278374.0,1278287.0,19.64409,19.42112,530.0,523.0
1300808.0,1300718.0,19.97638,19.7534,518.0,518.0
1317398.0,1317317.0,20.22122,20.00261,516.0,525.0
1339863.0,1339773.0,20.55787,20.33927,524.0,524.0
1356535.0,1356452.0,20.80709,20.58848,523.0,522.0
1378536.0,1378445.0,21.14374,20.91639,535.0,521.0
1400961.0,1400871.0,21.4804,21.25305,525.0,525.0
1417561.0,1417478.0,21.72524,21.50226,516.0,525.0
1440022.0,1439932.0,22.0619,21.83454,524.0,517.0
1456620.0,1456537.0,22.31111,22.07938,525.0,516.0
1478615.0,1478525.0,22.63902,22.4073,521.0,521.0
1500956.0,1500866.0,22.9713,22.73958,520.0,520.0
1517550.0,1517468.0,23.22051,22.98442,525.0,516.0
1540012.0,1539921.0,23.5528,23.3167,517.0,517.0
1556521.0,1556438.0,23.79764,23.56154,519.0,518.0
1578516.0,1578425.0,24.12555,23.88945,521.0,522.0
1600940.0,1600850.0,24.45783,24.21737,518.0,511.0
1617607.0,1617525.0,24.70267,24.46221,514.0,513.0
1640064.0,1639974.0,25.0437,24.79449,531.0,518.0
1656658.0,1656576.0,25.29291,25.03933,525.0,516.0
1678650.0,1678559.0,25.62082,25.36287,521.0,515.0
1701069.0,1700979.0,25.95311,25.69515,518.0,518.0
1717736.0,1717654.0,26.19795,25.93999,514.0,513.0
1740194.0,1740104.0,26.53023,26.27228,517.0,518.0
1756859.0,1756776.0,26.77944,26.52149,523.0,523.0
1778847.0,1778757.0,27.10736,26.84503,521.0,515.0
1795939.0,1795856.0,27.36531,27.09861,528.0,519.0
1817933.0,1817843.0,27.69322,27.42653,521.0,522.0
1840389.0,1840300.0,28.02988,27.76318,524.0,524.0
1857053.0,1856971.0,28.27472,28.01239,514.0,523.0
1879035.0,1878945.0,28.607,28.33593,529.0,515.0
1895966.0,1895883.0,28.85622,28.58515,515.0,514.0
1917950.0,1917860.0,29.17976,28.90869,515.0,515.0
1940407.0,1940318.0,29.51204,29.2366,517.0,511.0
1956984.0,1956902.0,29.76125,29.48144,526.0,516.0
1978967.0,1978877.0,30.08479,29.80935,515.0,522.0
1996057.0,1995974.0,30.34275,30.05856,528.0,510.0
