lt,rt,lp,rp,lv,rv
544.0,509.0,0.0,0.0,0.0,0.0
20348.0,20071.0,1.0,1.0,50.0,51.0
40411.0,40102.0,5.0,6.0,199.0,249.0
61048.0,60745.0,10.0,12.0,242.0,290.0
81430.0,81121.0,14.0,17.0,196.0,245.0
102236.0,101930.0,19.0,24.0,240.0,336.0
118360.0,118052.0,24.0,30.0,309.0,372.0
138900.0,138596.0,31.0,38.0,340.0,389.0
159893.0,159586.0,39.0,47.0,381.0,428.0
180433.0,180127.0,48.0,56.0,438.0,438.0
201431.0,201122.0,57.0,66.0,428.0,476.0
221972.0,221669.0,65.0,76.0,389.0,486.0
242524.0,242215.0,74.0,87.0,437.0,535.0
259044.0,258742.0,81.0,95.0,423.0,484.0
279598.0,279289.0,90.0,105.0,437.0,486.0
300671.0,300365.0,99.0,115.0,427.0,474.0
321315.0,321006.0,108.0,126.0,435.0,532.0
342033.0,341729.0,118.0,137.0,482.0,530.0
358740.0,358432.0,125.0,145.0,418.0,478.0
379456.0,379151.0,135.0,155.0,482.0,482.0
400627.0,400319.0,143.0,166.0,377.0,519.0
421343.0,421037.0,153.0,176.0,482.0,482.0
442067.0,441760.0,162.0,187.0,434.0,530.0
458760.0,458456.0,169.0,195.0,419.0,479.0
479487.0,479178.0,178.0,205.0,434.0,482.0
500642.0,500336.0,187.0,216.0,425.0,519.0
521368.0,521059.0,196.0,226.0,434.0,482.0
542083.0,541779.0,206.0,236.0,482.0,482.0
558786.0,558479.0,213.0,245.0,419.0,538.0
579501.0,579196.0,223.0,255.0,482.0,482.0
600668.0,600359.0,232.0,266.0,425.0,519.0
621383.0,621079.0,241.0,276.0,434.0,482.0
642110.0,641802.0,250.0,287.0,434.0,530.0
658801.0,658497.0,257.0,295.0,419.0,479.0
679525.0,679216.0,267.0,305.0,482.0,482.0
700679.0,700373.0,276.0,316.0,425.0,519.0
721401.0,721092.0,285.0,326.0,434.0,482.0
742115.0,741811.0,294.0,336.0,434.0,482.0
758817.0,758510.0,301.0,344.0,419.0,479.0
779533.0,779227.0,310.0,355.0,434.0,530.0
800698.0,800389.0,320.0,365.0,472.0,472.0
821412.0,821106.0,330.0,375.0,482.0,482.0
842136.0,841829.0,339.0,386.0,434.0,530.0
858828.0,858524.0,346.0,394.0,419.0,479.0
879553.0,879245.0,355.0,404.0,434.0,482.0
900708.0,900402.0,366.0,415.0,519.0,519.0
921432.0,921122.0,375.0,425.0,434.0,482.0
942147.0,941841.0,384.0,435.0,434.0,482.0
958848.0,958541.0,392.0,443.0,478.0,479.0
979560.0,979254.0,401.0,453.0,434.0,482.0
1000724.0,1000416.0,411.0,463.0,472.0,472.0
1021618.0,1021313.0,420.0,473.0,430.0,478.0
1042524.0,1042215.0,429.0,483.0,430.0,478.0
1059393.0,1059087.0,437.0,491.0,474.0,474.0
1080299.0,1079990.0,446.0,500.0,430.0,430.0
1101629.0,1101324.0,456.0,510.0,468.0,468.0
1122531.0,1122222.0,465.0,519.0,430.0,430.0
1138985.0,1138683.0,473.0,527.0,486.0,486.0
1160329.0,1160021.0,482.0,536.0,421.0,421.0
1181220.0,1180915.0,492.0,546.0,478.0,478.0
1198128.0,1197821.0,499.0,554.0,413.0,473.0
1219018.0,1218714.0,509.0,563.0,478.0,430.0
1239919.0,1239612.0,518.0,571.0,430.0,382.0
1261220.0,1260915.0,528.0,580.0,469.0,422.0
1282121.0,1281814.0,538.0,590.0,478.0,478.0
1299018.0,1298715.0,546.0,597.0,473.0,414.0
1319918.0,1319610.0,555.0,606.0,430.0,430.0
1340805.0,1340501.0,565.0,615.0,478.0,430.0
1362115.0,1361808.0,575.0,624.0,469.0,422.0
1378570.0,1378265.0,582.0,632.0,425.0,486.0
1399911.0,1399604.0,592.0,642.0,468.0,468.0
1420800.0,1420496.0,602.0,653.0,478.0,526.0
1441700.0,1441390.0,611.0,663.0,430.0,478.0
1458567.0,1458262.0,619.0,672.0,474.0,533.0
1479467.0,1479158.0,628.0,682.0,430.0,478.0
1500797.0,1500494.0,638.0,693.0,468.0,515.0
1521699.0,1521390.0,647.0,704.0,430.0,526.0
1538156.0,1537851.0,655.0,712.0,485.0,485.0
1559498.0,1559190.0,665.0,723.0,468.0,515.0
1580389.0,1580083.0,674.0,733.0,430.0,478.0
1601731.0,1601422.0,684.0,744.0,468.0,515.0
1618187.0,1617882.0,691.0,752.0,425.0,486.0
1639086.0,1638779.0,701.0,763.0,478.0,526.0
1660418.0,1660112.0,710.0,773.0,421.0,468.0
1681318.0,1681009.0,719.0,784.0,430.0,526.0
1698216.0,1697910.0,726.0,792.0,414.0,473.0
1719115.0,1718808.0,736.0,803.0,478.0,526.0
1740004.0,1739699.0,745.0,813.0,430.0,478.0
1761316.0,1761008.0,754.0,824.0,422.0,516.0
1782208.0,1781902.0,763.0,834.0,430.0,478.0
1799116.0,1798809.0,770.0,843.0,413.0,532.0
1820007.0,1819703.0,780.0,853.0,478.0,478.0
1840909.0,1840602.0,789.0,864.0,430.0,526.0
1862211.0,1861906.0,798.0,874.0,422.0,469.0
1878679.0,1878371.0,805.0,882.0,424.0,485.0
1900010.0,1899706.0,815.0,893.0,468.0,515.0
1920913.0,1920605.0,824.0,903.0,430.0,478.0
1941801.0,1941496.0,834.0,914.0,478.0,526.0
1958678.0,1958369.0,841.0,922.0,414.0,474.0
1979567.0,1979261.0,850.0,932.0,430.0,478.0
