lt,rt,lp,rp,lv,rv
1044.0,1030.0,0.760755,0.7476385,0.0,0.0
16393.0,16302.0,0.8088486,0.7913601,110.0,100.0
37516.0,37434.0,1.001223,0.9793627,318.0,311.0
58984.0,58903.0,1.263553,1.254808,427.0,449.0
79937.0,79856.0,1.543371,1.538999,467.0,474.0
96246.0,96169.0,1.766351,1.753234,478.0,459.0
117195.0,117114.0,2.054913,2.024308,482.0,452.0
138320.0,138239.0,2.347847,2.308498,485.0,470.0
159874.0,159794.0,2.645154,2.618921,482.0,504.0
175888.0,175811.0,2.872506,2.846273,496.0,496.0
197484.0,197404.0,3.196045,3.16544,524.0,517.0
218521.0,218440.0,3.515213,3.480236,530.0,523.0
239643.0,239561.0,3.843124,3.803775,543.0,536.0
256082.0,256004.0,4.096709,4.05736,539.0,539.0
277113.0,277031.0,4.428993,4.385272,553.0,545.0
298702.0,298620.0,4.765649,4.721928,545.0,545.0
319821.0,319740.0,5.097933,5.04984,550.0,543.0
340860.0,340778.0,5.434589,5.382124,560.0,552.0
357300.0,357222.0,5.696918,5.640081,558.0,549.0
378419.0,378338.0,6.029202,5.976737,550.0,557.0
400009.0,399927.0,6.374603,6.322137,560.0,559.0
416020.0,415942.0,6.63256,6.580094,563.0,563.0
437051.0,436969.0,6.969216,6.921123,560.0,567.0
458595.0,458513.0,7.318988,7.266523,568.0,561.0
479711.0,479629.0,7.660017,7.607551,565.0,565.0
496189.0,496110.0,7.926718,7.874252,566.0,566.0
517304.0,517223.0,8.267746,8.219652,565.0,572.0
538423.0,538342.0,8.613146,8.565052,572.0,572.0
559969.0,559888.0,8.962918,8.910452,568.0,561.0
575977.0,575901.0,9.220876,9.172781,563.0,573.0
597560.0,597479.0,9.570648,9.522553,567.0,567.0
618673.0,618591.0,9.920421,9.867953,579.0,572.0
639789.0,639708.0,10.27019,10.21773,579.0,579.0
656229.0,656152.0,10.54127,10.4888,577.0,577.0
677256.0,677176.0,10.89104,10.8342,582.0,575.0
698755.0,698673.0,11.24518,11.18834,576.0,576.0
719865.0,719784.0,11.59496,11.53812,579.0,579.0
735878.0,735801.0,11.86166,11.80482,582.0,582.0
757417.0,757337.0,12.22017,12.16771,582.0,589.0
778527.0,778445.0,12.56995,12.51748,579.0,579.0
800112.0,800030.0,12.93284,12.876,588.0,581.0
815946.0,815869.0,13.19516,13.13832,579.0,579.0
837057.0,836976.0,13.54931,13.4881,587.0,579.0
858509.0,858428.0,13.90783,13.84661,585.0,584.0
879619.0,879538.0,14.2576,14.20076,579.0,587.0
896016.0,895938.0,14.53304,14.47183,587.0,578.0
917120.0,917039.0,14.88282,14.8216,580.0,580.0
938141.0,938059.0,15.23259,15.17138,582.0,582.0
959674.0,959592.0,15.59111,15.53427,582.0,589.0
980780.0,980698.0,15.94088,15.88841,580.0,587.0
997258.0,997180.0,16.21632,16.16385,585.0,584.0
1018357.0,1018275.0,16.57484,16.518,594.0,587.0
1039452.0,1039370.0,16.92899,16.87214,587.0,587.0
1056050.0,1055972.0,17.2088,17.15196,589.0,589.0
1077238.0,1077158.0,17.56295,17.51048,585.0,592.0
1098969.0,1098889.0,17.93021,17.87774,591.0,591.0
1120227.0,1120145.0,18.28873,18.24063,590.0,597.0
1136395.0,1136316.0,18.5598,18.50733,586.0,577.0
1158011.0,1157930.0,18.92269,18.87459,587.0,594.0
1179271.0,1179190.0,19.28121,19.23748,590.0,597.0
1195902.0,1195826.0,19.5654,19.52604,598.0,607.0
1217085.0,1217004.0,19.92391,19.88456,592.0,592.0
1238346.0,1238264.0,20.28243,20.2387,590.0,583.0
1259942.0,1259861.0,20.64969,20.60597,595.0,595.0
1276102.0,1276023.0,20.92514,20.88141,596.0,596.0
1297819.0,1297738.0,21.2924,21.24867,591.0,591.0
1319002.0,1318921.0,21.64654,21.59845,585.0,578.0
1340257.0,1340175.0,22.00069,21.95696,583.0,590.0
1356842.0,1356764.0,22.28051,22.24115,590.0,599.0
1378088.0,1378007.0,22.63902,22.59967,590.0,590.0
1399811.0,1399729.0,23.01066,22.96256,598.0,584.0
1415967.0,1415890.0,23.28173,23.238,587.0,596.0
1437042.0,1436961.0,23.63588,23.59652,588.0,595.0
1458721.0,1458640.0,24.00314,23.96815,593.0,599.0
1479968.0,1479887.0,24.3704,24.32667,604.0,590.0
1496520.0,1496443.0,24.65022,24.60649,591.0,591.0
1517763.0,1517681.0,25.00873,24.965,590.0,590.0
1538837.0,1538755.0,25.36725,25.32352,595.0,595.0
1560510.0,1560428.0,25.73451,25.69515,593.0,600.0
1576661.0,1576583.0,26.00996,25.9706,596.0,596.0
1598289.0,1598208.0,26.37722,26.33349,594.0,587.0
1619534.0,1619452.0,26.73574,26.69638,590.0,597.0
1640780.0,1640699.0,27.09863,27.05489,597.0,590.0
1657365.0,1657286.0,27.37407,27.33471,581.0,590.0
1678600.0,1678520.0,27.73259,27.68886,590.0,583.0
1700317.0,1700235.0,28.09985,28.05612,592.0,591.0
1716470.0,1716392.0,28.37092,28.33156,587.0,596.0
1737706.0,1737625.0,28.73381,28.69008,598.0,590.0
1759375.0,1759293.0,29.10107,29.05734,593.0,593.0
1780611.0,1780529.0,29.45959,29.41586,590.0,590.0
