lt,rt,lp,rp,lv,rv
1161.0,1143.0,0.06558233,0.05683801,0.0,0.0
22921.0,22823.0,0.1180482,0.1049317,84.0,77.0
39842.0,39744.0,0.2011191,0.1923748,171.0,180.0
61980.0,61876.0,0.310423,0.2973065,172.0,165.0
78555.0,78457.0,0.3891218,0.367261,166.0,147.0
101041.0,100937.0,0.5027978,0.4809371,176.0,176.0
123363.0,123261.0,0.6252181,0.6121017,191.0,205.0
140658.0,140560.0,0.7257776,0.7082891,203.0,194.0
162968.0,162864.0,0.8525702,0.8350816,198.0,198.0
179799.0,179702.0,0.9487576,0.9268969,200.0,190.0
202548.0,202444.0,1.07555,1.049317,195.0,188.0
219119.0,219021.0,1.162993,1.13676,184.0,184.0
241637.0,241533.0,1.285414,1.250436,190.0,176.0
258294.0,258196.0,1.372857,1.337879,183.0,183.0
280436.0,280332.0,1.490905,1.451555,186.0,179.0
302996.0,302894.0,1.604581,1.569604,176.0,183.0
319650.0,319552.0,1.692024,1.652675,183.0,174.0
342242.0,342137.0,1.801328,1.770723,169.0,182.0
358894.0,358796.0,1.884399,1.853794,174.0,174.0
381029.0,380924.0,1.998075,1.96747,179.0,179.0
398031.0,397933.0,2.085518,2.050541,180.0,170.0
420169.0,420064.0,2.194822,2.164217,172.0,179.0
442765.0,442665.0,2.304126,2.273521,169.0,169.0
459417.0,459318.0,2.382825,2.356592,165.0,174.0
481536.0,481433.0,2.496501,2.465896,179.0,172.0
498615.0,498517.0,2.579572,2.553339,170.0,179.0
520742.0,520640.0,2.688876,2.658271,172.0,166.0
543341.0,543240.0,2.802552,2.767575,176.0,169.0
559993.0,559894.0,2.885623,2.850646,174.0,174.0
582110.0,582005.0,2.994927,2.95995,172.0,173.0
599098.0,599001.0,3.077998,3.043021,171.0,171.0
621223.0,621118.0,3.187302,3.156697,172.0,179.0
638344.0,638246.0,3.270373,3.235396,169.0,160.0
660471.0,660367.0,3.375304,3.3447,165.0,172.0
682421.0,682319.0,3.484608,3.454004,174.0,174.0
699496.0,699396.0,3.567679,3.537075,170.0,170.0
721608.0,721504.0,3.672611,3.642006,166.0,166.0
738722.0,738624.0,3.755682,3.725077,169.0,169.0
760842.0,760739.0,3.864986,3.834381,172.0,172.0
782964.0,782862.0,3.969917,3.943685,166.0,172.0
800038.0,799941.0,4.05736,4.022384,179.0,161.0
822061.0,821957.0,4.162292,4.131688,166.0,173.0
839170.0,839071.0,4.245363,4.214759,169.0,169.0
861290.0,861185.0,4.354667,4.319691,172.0,166.0
877943.0,877844.0,4.437737,4.402761,174.0,174.0
900488.0,900384.0,4.547041,4.512065,169.0,169.0
922602.0,922500.0,4.651973,4.616997,166.0,166.0
939716.0,939618.0,4.739416,4.70444,178.0,178.0
961733.0,961630.0,4.844348,4.809372,166.0,166.0
978379.0,978280.0,4.923047,4.892443,165.0,174.0
1000921.0,1000816.0,5.036723,4.997375,176.0,162.0
1023194.0,1023093.0,5.141654,5.106678,164.0,171.0
1040463.0,1040363.0,5.224725,5.189749,168.0,168.0
1062733.0,1062631.0,5.334029,5.299053,171.0,171.0
1079533.0,1079435.0,5.4171,5.382124,173.0,173.0
1102072.0,1101968.0,5.526404,5.491428,169.0,169.0
1118881.0,1118782.0,5.609475,5.574499,172.0,172.0
1141625.0,1141521.0,5.718779,5.683803,168.0,168.0
1158435.0,1158336.0,5.801849,5.762501,172.0,163.0
1180708.0,1180604.0,5.911153,5.871805,171.0,171.0
1197939.0,1197841.0,5.994224,5.954876,168.0,168.0
1220213.0,1220109.0,6.103528,6.06418,171.0,171.0
1242860.0,1242760.0,6.20846,6.173484,162.0,168.0
1259592.0,1259493.0,6.291531,6.256555,173.0,173.0
1281855.0,1281752.0,6.400835,6.365859,171.0,171.0
1299080.0,1298981.0,6.483905,6.448929,168.0,168.0
1321344.0,1321239.0,6.588837,6.558233,164.0,171.0
1338615.0,1338517.0,6.671908,6.641304,168.0,168.0
1360887.0,1360782.0,6.781212,6.746236,171.0,164.0
1383150.0,1383049.0,6.890516,6.85554,171.0,171.0
1400293.0,1400194.0,6.973587,6.938611,169.0,169.0
1422556.0,1422452.0,7.082891,7.047915,171.0,171.0
1439819.0,1439721.0,7.165961,7.130985,168.0,168.0
1462081.0,1461977.0,7.275265,7.235917,171.0,165.0
1478882.0,1478783.0,7.358336,7.314616,173.0,163.0
1501573.0,1501468.0,7.463268,7.42392,161.0,168.0
1518294.0,1518196.0,7.546339,7.502618,173.0,164.0
1541025.0,1540921.0,7.655643,7.616294,168.0,175.0
1563281.0,1563179.0,7.760574,7.721226,165.0,165.0
1580077.0,1579978.0,7.843645,7.804297,173.0,173.0
1602759.0,1602656.0,7.952949,7.913601,168.0,168.0
1619554.0,1619456.0,8.03602,7.996672,173.0,173.0
1642204.0,1642099.0,8.145324,8.110348,168.0,175.0
1659003.0,1658905.0,8.228395,8.189047,173.0,163.0
1681264.0,1681159.0,8.337698,8.302723,171.0,178.0
1698491.0,1698393.0,8.420769,8.385794,168.0,168.0
1720753.0,1720650.0,8.530072,8.490726,171.0,165.0
1738020.0,1737921.0,8.613143,8.573796,168.0,168.0
1760278.0,1760174.0,8.722446,8.6831,171.0,171.0
1782361.0,1782259.0,8.827378,8.788032,166.0,166.0
1799581.0,1799482.0,8.910449,8.875475,168.0,177.0
1821832.0,1821729.0,9.019753,8.980407,171.0,165.0
1839092.0,1838993.0,9.102823,9.06785,168.0,177.0
1861252.0,1861147.0,9.207755,9.172782,165.0,165.0
1878049.0,1877950.0,9.290826,9.260225,173.0,182.0
1900727.0,1900624.0,9.400129,9.365157,168.0,161.0
1922972.0,1922871.0,9.509433,9.474461,172.0,171.0
1940229.0,1940129.0,9.592504,9.557531,168.0,168.0
1962470.0,1962366.0,9.701807,9.666835,171.0,172.0
1979258.0,1979159.0,9.784878,9.749906,173.0,173.0
