lt,rt,lp,rp,lv,rv
458.0,449.0,190.0,174.0,0.0,0.0
20493.0,20310.0,209.0,193.0,948.0,956.0
41068.0,40883.0,255.0,241.0,2235.0,2333.0
62250.0,62067.0,321.0,310.0,3116.0,3257.0
82998.0,82813.0,398.0,391.0,3710.0,3904.0
99737.0,99553.0,466.0,461.0,4061.0,4181.0
120486.0,120299.0,555.0,553.0,4290.0,4434.0
141401.0,141217.0,649.0,650.0,4494.0,4637.0
162739.0,162553.0,748.0,752.0,4639.0,4780.0
183653.0,183469.0,846.0,853.0,4685.0,4828.0
200580.0,200393.0,926.0,936.0,4725.0,4904.0
221494.0,221310.0,1026.0,1038.0,4782.0,4876.0
242594.0,242407.0,1127.0,1141.0,4786.0,4882.0
259652.0,259468.0,1209.0,1225.0,4806.0,4923.0
280753.0,280567.0,1310.0,1329.0,4787.0,4929.0
302282.0,302099.0,1414.0,1436.0,4831.0,4969.0
323382.0,323195.0,1516.0,1540.0,4834.0,4930.0
340028.0,339846.0,1597.0,1622.0,4863.0,4924.0
361569.0,361382.0,1702.0,1729.0,4875.0,4968.0
382657.0,382473.0,1805.0,1834.0,4884.0,4978.0
399754.0,399569.0,1889.0,1918.0,4911.0,4914.0
420842.0,420660.0,1993.0,2023.0,4932.0,4978.0
441940.0,441755.0,2096.0,2127.0,4881.0,4930.0
463441.0,463257.0,2200.0,2233.0,4837.0,4929.0
480098.0,479913.0,2281.0,2316.0,4861.0,4983.0
501626.0,501442.0,2387.0,2423.0,4925.0,4969.0
522725.0,522539.0,2490.0,2528.0,4881.0,4977.0
539374.0,539190.0,2571.0,2611.0,4864.0,4984.0
560913.0,560728.0,2677.0,2719.0,4921.0,5014.0
582001.0,581819.0,2781.0,2824.0,4931.0,4978.0
603541.0,603354.0,2886.0,2932.0,4874.0,5014.0
620189.0,620005.0,2967.0,3015.0,4863.0,4984.0
641287.0,641100.0,3070.0,3120.0,4883.0,4977.0
662784.0,662601.0,3176.0,3228.0,4930.0,5023.0
679442.0,679255.0,3258.0,3311.0,4920.0,4983.0
700970.0,700788.0,3364.0,3419.0,4925.0,5016.0
722070.0,721886.0,3468.0,3525.0,4928.0,5023.0
743161.0,742977.0,3571.0,3631.0,4884.0,5025.0
760229.0,760043.0,3655.0,3716.0,4920.0,4980.0
781319.0,781135.0,3758.0,3821.0,4884.0,4978.0
802856.0,802671.0,3864.0,3929.0,4921.0,5015.0
819502.0,819319.0,3946.0,4013.0,4924.0,5045.0
840603.0,840416.0,4050.0,4118.0,4929.0,4977.0
862131.0,861950.0,4155.0,4225.0,4877.0,4969.0
883233.0,883046.0,4258.0,4330.0,4881.0,4977.0
900323.0,900139.0,4341.0,4416.0,4855.0,5031.0
921420.0,921233.0,4445.0,4522.0,4930.0,5025.0
942508.0,942325.0,4548.0,4628.0,4884.0,5025.0
959577.0,959390.0,4631.0,4714.0,4861.0,5039.0
980664.0,980481.0,4734.0,4820.0,4885.0,5025.0
1002205.0,1002019.0,4840.0,4929.0,4921.0,5061.0
1023466.0,1023282.0,4944.0,5036.0,4891.0,5032.0
1040299.0,1040113.0,5026.0,5120.0,4870.0,4990.0
1062001.0,1061819.0,5132.0,5229.0,4885.0,5021.0
1083274.0,1083087.0,5236.0,5335.0,4888.0,4983.0
1100535.0,1100351.0,5320.0,5421.0,4865.0,4981.0
1121806.0,1121621.0,5424.0,5528.0,4889.0,5031.0
1143067.0,1142887.0,5528.0,5634.0,4891.0,4984.0
1160313.0,1160127.0,5612.0,5720.0,4870.0,4988.0
1181574.0,1181391.0,5715.0,5826.0,4845.0,4984.0
1203291.0,1203104.0,5821.0,5934.0,4881.0,4973.0
1220111.0,1219929.0,5904.0,6018.0,4932.0,4992.0
1241384.0,1241197.0,6008.0,6124.0,4890.0,4983.0
1263058.0,1262876.0,6115.0,6232.0,4936.0,4982.0
1279891.0,1279706.0,6197.0,6316.0,4869.0,4991.0
1301596.0,1301413.0,6303.0,6424.0,4885.0,4975.0
1322869.0,1322683.0,6406.0,6529.0,4841.0,4936.0
1339689.0,1339506.0,6488.0,6613.0,4873.0,4993.0
1361407.0,1361220.0,6594.0,6721.0,4882.0,4973.0
1382668.0,1382484.0,6699.0,6828.0,4937.0,5031.0
1399942.0,1399756.0,6783.0,6914.0,4861.0,4979.0
1421208.0,1421024.0,6887.0,7021.0,4891.0,5030.0
1442481.0,1442295.0,6991.0,7127.0,4888.0,4983.0
1459714.0,1459530.0,7075.0,7213.0,4873.0,4989.0
1480986.0,1480801.0,7180.0,7320.0,4936.0,5030.0
1502688.0,1502504.0,7286.0,7429.0,4884.0,5021.0
1519522.0,1519335.0,7369.0,7514.0,4928.0,5050.0
1540783.0,1540600.0,7473.0,7621.0,4892.0,5031.0
1562466.0,1562281.0,7579.0,7729.0,4888.0,4981.0
1579289.0,1579105.0,7661.0,7813.0,4873.0,4992.0
1601002.0,1600816.0,7768.0,7921.0,4928.0,4974.0
1622265.0,1622082.0,7873.0,8028.0,4938.0,5031.0
1643538.0,1643351.0,7977.0,8134.0,4888.0,4983.0
1660769.0,1660587.0,8061.0,8220.0,4873.0,4989.0
1699308.0,1699124.0,8249.0,8412.0,4865.0,4981.0
1720580.0,1720395.0,8354.0,8519.0,4936.0,5030.0
1741843.0,1741661.0,8458.0,8625.0,4891.0,4984.0
1763528.0,1763341.0,8564.0,8734.0,4888.0,5027.0
1780351.0,1780168.0,8646.0,8819.0,4872.0,5051.0
1802065.0,1801879.0,8753.0,8928.0,4928.0,5020.0
1823329.0,1823145.0,8857.0,9035.0,4890.0,5031.0
