obsd_cpos,IMU heading,obsd_X_pos,obsd_Y_pos
1226.401,3.924297,-195.3752,525.5743
1230.788,3.935408,-198.1843,522.7175
1238.22,3.954297,-203.467,517.1964
1243.95,3.963186,-206.2151,514.2418
1250.172,3.982075,-211.5745,508.3161
1256.149,3.992075,-214.0945,505.4447
1261.127,4.013186,-218.927,499.7638
1267.198,4.024297,-221.1908,497.0102
1273.478,4.046519,-226.0467,490.9093
1279.494,4.059853,-228.5263,487.6646
1285.268,4.083186,-233.1959,481.3245
1291.176,4.094297,-235.4528,478.1505
1298.604,4.119853,-240.0891,471.3517
1304.372,4.129853,-242.2614,468.0544
1310.179,4.149854,-246.4416,461.496
1316.088,4.160965,-248.5479,458.0714
1322.115,4.178742,-252.4261,451.5724
1327.497,4.189854,-254.3812,448.1778
1332.223,4.21652,-258.1993,441.2295
1339.634,4.227632,-260.057,437.7021
1344.91,4.249854,-263.5674,430.7489
1350.739,4.259854,-265.2735,427.2397
1358.084,4.283188,-268.6278,420.0298
1363.878,4.297632,-270.2545,416.3352
1369.66,4.322076,-273.2839,409.0389
1375.786,4.333188,-274.7818,405.2799
1382.052,4.356521,-277.573,397.9027
1387.027,4.378743,-278.921,394.0134
1392.436,4.400965,-281.461,386.3166
1399.705,4.416521,-282.6119,382.541
1405.282,4.452077,-284.636,375.2118
1411.13,4.459855,-285.5606,371.6285
1418.545,4.488743,-287.3692,363.9387
1424.181,4.506521,-288.1564,360.1687
1430.038,4.533188,-289.5933,352.3581
1436.101,4.544299,-290.2697,348.3721
1442.255,4.560966,-291.5229,340.3712
1447.047,4.568743,-292.0901,336.4502
1449.112,4.594299,-293.0845,328.5169
1459.633,4.608743,-293.4992,324.5296
1464.986,4.639854,-294.1411,316.5629
1470.897,4.647632,-294.3969,312.6196
1478.256,4.679854,-294.7161,304.7288
1484.039,4.694299,-294.7916,300.5565
1490.285,4.720965,-294.75,292.8167
1495.729,4.733188,-294.6671,288.8315
1501.066,4.762076,-294.3378,281.051
