lt,rt,lp,rp,lv,rv
459.0,449.0,219.0,199.0,0.0,0.0
20479.0,20296.0,239.0,220.0,999.0,1058.0
41127.0,40942.0,289.0,272.0,2421.0,2518.0
62294.0,62110.0,362.0,347.0,3449.0,3543.0
83027.0,82843.0,447.0,435.0,4099.0,4245.0
99756.0,99572.0,522.0,513.0,4482.0,4661.0
120490.0,120303.0,622.0,616.0,4823.0,4968.0
141391.0,141207.0,728.0,724.0,5071.0,5166.0
162714.0,162527.0,839.0,836.0,5205.0,5253.0
183615.0,183431.0,951.0,949.0,5358.0,5405.0
200531.0,200344.0,1043.0,1041.0,5437.0,5439.0
221606.0,221422.0,1158.0,1155.0,5457.0,5408.0
242693.0,242506.0,1275.0,1270.0,5548.0,5454.0
259741.0,259558.0,1369.0,1363.0,5512.0,5454.0
280826.0,280641.0,1486.0,1478.0,5549.0,5454.0
302342.0,302159.0,1606.0,1596.0,5578.0,5483.0
323428.0,323241.0,1723.0,1712.0,5548.0,5502.0
340067.0,339885.0,1816.0,1803.0,5587.0,5467.0
361593.0,361406.0,1936.0,1920.0,5576.0,5436.0
382667.0,382485.0,2054.0,2035.0,5598.0,5455.0
399760.0,399573.0,2150.0,2128.0,5615.0,5442.0
420836.0,420654.0,2268.0,2244.0,5599.0,5503.0
441922.0,441738.0,2386.0,2359.0,5596.0,5454.0
463410.0,463226.0,2506.0,2477.0,5585.0,5490.0
480059.0,479874.0,2599.0,2567.0,5583.0,5406.0
501578.0,501394.0,2719.0,2684.0,5578.0,5436.0
522665.0,522479.0,2836.0,2801.0,5548.0,5549.0
539304.0,539120.0,2929.0,2893.0,5588.0,5528.0
560830.0,560645.0,3049.0,3011.0,5575.0,5482.0
581906.0,581724.0,3167.0,3127.0,5598.0,5503.0
603437.0,603250.0,3288.0,3245.0,5620.0,5481.0
620075.0,619893.0,3380.0,3336.0,5526.0,5467.0
641161.0,640976.0,3497.0,3452.0,5550.0,5502.0
662650.0,662467.0,3616.0,3570.0,5537.0,5490.0
679300.0,679113.0,3709.0,3662.0,5583.0,5526.0
700815.0,700634.0,3828.0,3781.0,5532.0,5529.0
721902.0,721717.0,3945.0,3897.0,5547.0,5502.0
742978.0,742796.0,4062.0,4013.0,5551.0,5502.0
760040.0,759855.0,4157.0,4106.0,5566.0,5451.0
781116.0,780933.0,4275.0,4221.0,5599.0,5455.0
802641.0,802455.0,4395.0,4339.0,5574.0,5482.0
819280.0,819096.0,4487.0,4430.0,5527.0,5468.0
840364.0,840178.0,4604.0,4547.0,5550.0,5550.0
