=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.09.26 18:47:16 =~=~=~=~=~=~=~=~=~=~=~=

>>> 
MPY: sync filesystems
MPY: soft reboot
idx, val
406, 3083
407, 3085
408, 3089
409, 3089
410, 3093
411, 3098
412, 3101
413, 3103
414, 3106
415, 3108
416, 3112
417, 3113
418, 3119
419, 3118
420, 3122
421, 3123
422, 3127
423, 3130
424, 3135
425, 3136
426, 3134
427, 3139
428, 3144
429, 3146
430, 3149
431, 3151
432, 3154
433, 3157
434, 3159
435, 3163
436, 3166
437, 3168
438, 3171
439, 3173
440, 3174
441, 3181
442, 3180
443, 3182
444, 3186
445, 3188
446, 3189
447, 3192
448, 3194
449, 3196
450, 3198
451, 3199
452, 3204
453, 3207
454, 3208
455, 3211
456, 3214
457, 3215
458, 3215
459, 3220
460, 3222
461, 3225
462, 3226
463, 3230
464, 3235
465, 3233
466, 3235
467, 3235
468, 3240
469, 3243
470, 3244
471, 3246
472, 3250
473, 3251
474, 3252
475, 3255
476, 3257
477, 3259
478, 3263
479, 3263
480, 3264
481, 3267
482, 3269
483, 3271
484, 3275
485, 3275
486, 3278
487, 3282
488, 3279
489, 3282
490, 3286
491, 3289
492, 3289
493, 3292
494, 3292
495, 3298
496, 3297
497, 3299
498, 3301
499, 3302
500, 3304
501, 3307
502, 3308
503, 3308
504, 3314
505, 3314
506, 3317
507, 3318
508, 3319
509, 3323
510, 3329
511, 3324
512, 3327
513, 3327
514, 3333
515, 3332
516, 3335
517, 3337
518, 3338
519, 3341
520, 3342
521, 3343
522, 3345
523, 3347
524, 3348
525, 3350
526, 3352
527, 3355
528, 3355
529, 3359
530, 3359
531, 3361
532, 3366
533, 3367
534, 3365
535, 3366
536, 3368
537, 3371
538, 3378
539, 3375
540, 3375
541, 3378
542, 3379
543, 3382
544, 3382
545, 3385
546, 3386
547, 3389
548, 3389
549, 3390
550, 3380
551, 3392
552, 3395
553, 3399
554, 3399
555, 3403
556, 3405
557, 3401
558, 3404
559, 3404
560, 3406
561, 3407
562, 3411
563, 3413
564, 3412
565, 3415
566, 3417
567, 3415
568, 3420
569, 3421
570, 3423
571, 3425
572, 3425
573, 3426
574, 3430
575, 3431
576, 3431
577, 3434
578, 3438
579, 3436
580, 3437
581, 3438
582, 3439
583, 3441
584, 3443
585, 3442
586, 3444
587, 3446
588, 3447
589, 3447
590, 3450
591, 3451
592, 3453
593, 3455
594, 3455
595, 3457
596, 3458
597, 3459
598, 3462
599, 3461
600, 3464
601, 3468
602, 3465
603, 3467
604, 3467
605, 3471
606, 3471
607, 3471
608, 3473
609, 3471
610, 3476
611, 3477
612, 3479
613, 3480
614, 3481
615, 3481
616, 3483
617, 3484
618, 3487
619, 3486
620, 3487
621, 3490
622, 3489
623, 3491
624, 3498
625, 3495
626, 3494
627, 3492
628, 3495
629, 3496
630, 3500
631, 3499
632, 3502
633, 3502
634, 3503
635, 3503
636, 3503
637, 3507
638, 3507
639, 3508
640, 3511
641, 3513
642, 3512
643, 3512
644, 3514
645, 3514
646, 3518
647, 3520
648, 3518
649, 3519
650, 3522
651, 3522
652, 3521
653, 3523
654, 3523
655, 3526
656, 3527
657, 3527
658, 3529
659, 3530
660, 3529
661, 3531
662, 3532
663, 3534
664, 3535
665, 3535
666, 3535
667, 3537
668, 3539
669, 3540
670, 3545
671, 3542
672, 3541
673, 3539
674, 3546
675, 3543
676, 3545
677, 3547
678, 3548
679, 3547
680, 3548
681, 3547
682, 3551
683, 3551
684, 3553
685, 3553
686, 3555
687, 3555
688, 3556
689, 3555
690, 3559
691, 3558
692, 3559
693, 3559
694, 3561
695, 3561
696, 3564
697, 3563
698, 3565
699, 3565
700, 3567
701, 3567
702, 3567
703, 3569
704, 3567
705, 3570
706, 3573
707, 3571
708, 3573
709, 3573
710, 3573
711, 3575
712, 3576
713, 3577
714, 3577
715, 3577
716, 3579
717, 3578
718, 3579
719, 3580
720, 3583
721, 3583
722, 3583
723, 3583
724, 3583
725, 3583
726, 3587
727, 3586
728, 3587
729, 3588
730, 3589
731, 3587
732, 3591
733, 3591
734, 3592
735, 3594
736, 3593
737, 3593
738, 3595
739, 3598
740, 3595
741, 3595
742, 3599
743, 3597
744, 3598
745, 3602
746, 3599
747, 3599
748, 3603
749, 3602
750, 3602
751, 3604
752, 3604
753, 3603
754, 3607
755, 3607
756, 3607
757, 3607
758, 3609
759, 3608
760, 3609
761, 3611
762, 3615
763, 3609
764, 3611
765, 3610
766, 3611
767, 3612
768, 3614
769, 3615
770, 3613
771, 3614
772, 3617
773, 3617
774, 3618
775, 3619
776, 3619
777, 3618
778, 3619
779, 3622
780, 3622
781, 3621
782, 3623
783, 3622
784, 3625
785, 3628
786, 3623
787, 3624
788, 3624
789, 3624
790, 3627
791, 3627
792, 3628
793, 3631
794, 3627
795, 3628
796, 3630
797, 3631
798, 3630
799, 3631
800, 3631
801, 3631
802, 3631
803, 3633
804, 3635
805, 3635
806, 3635
807, 3639
808, 3637
809, 3636
810, 3633
811, 3636
812, 3637
813, 3637
814, 3638
815, 3639
816, 3639
817, 3642
818, 3639
819, 3642
820, 3641
821, 3642
822, 3643
823, 3643
824, 3644
825, 3644
826, 3644
827, 3645
828, 3645
829, 3647
830, 3650
831, 3647
832, 3643
833, 3645
834, 3647
835, 3649
836, 3649
837, 3648
838, 3650
839, 3649
840, 3651
841, 3651
842, 3651
843, 3652
844, 3652
845, 3653
846, 3652
847, 3654
848, 3653
849, 3654
850, 3656
851, 3655
852, 3656
853, 3659
854, 3657
855, 3658
856, 3658
857, 3657
858, 3656
859, 3660
860, 3658
861, 3659
862, 3661
863, 3661
864, 3660
865, 3661
866, 3661
867, 3661
868, 3659
869, 3662
870, 3663
871, 3661
872, 3663
873, 3663
874, 3663
875, 3665
876, 3669
877, 3663
878, 3663
879, 3662
880, 3665
881, 3667
882, 3667
883, 3666
884, 3667
885, 3667
886, 3669
887, 3667
888, 3670
889, 3670
890, 3669
891, 3669
892, 3671
893, 3671
894, 3670
895, 3670
896, 3673
897, 3672
898, 3673
899, 3676
900, 3673
901, 3672
902, 3670
903, 3674
904, 3673
905, 3676
906, 3675
907, 3675
908, 3675
909, 3682
910, 3671
911, 3677
912, 3677
913, 3678
914, 3677
915, 3678
916, 3679
917, 3677
918, 3677
919, 3679
920, 3680
921, 3679
922, 3684
923, 3679
924, 3679
925, 3677
926, 3682
927, 3681
928, 3681
929, 3682
930, 3682
931, 3682
932, 3683
933, 3683
934, 3683
935, 3683
936, 3684
937, 3685
938, 3683
939, 3686
940, 3686
941, 3685
942, 3686
943, 3686
944, 3685
945, 3693
946, 3684
947, 3687
948, 3684
949, 3687
950, 3684
951, 3686
952, 3689
953, 3689
954, 3687
955, 3687
956, 3689
957, 3689
958, 3687
959, 3690
960, 3689
961, 3690
962, 3689
963, 3691
964, 3687
965, 3690
966, 3691
967, 3691
968, 3697
969, 3690
970, 3692
971, 3693
972, 3694
973, 3693
974, 3699
975, 3691
976, 3694
977, 3692
978, 3694
979, 3695
980, 3695
981, 3695
982, 3695
983, 3695
984, 3695
985, 3695
986, 3695
987, 3695
988, 3695
989, 3698
990, 3695
991, 3701
992, 3694
993, 3695
994, 3694
995, 3695
996, 3695
997, 3701
998, 3698
999, 3698
1000, 3695
1001, 3698
1002, 3698
1003, 3699
1004, 3699
1005, 3699
1006, 3699
1007, 3698
1008, 3699
1009, 3700
1010, 3701
1011, 3702
1012, 3700
1013, 3701
1014, 3704
1015, 3699
1016, 3700
1017, 3699
1018, 3703
1019, 3702
1020, 3703
1021, 3703
1022, 3703
1023, 3703
1024, 3702
1025, 3703
1026, 3704
1027, 3704
1028, 3705
1029, 3703
1030, 3704
1031, 3705
1032, 3703
1033, 3706
1034, 3709
1035, 3705
1036, 3707
1037, 3710
1038, 3706
1039, 3704
1040, 3706
1041, 3706
1042, 3705
1043, 3704
1044, 3708
1045, 3707
1046, 3706
1047, 3707
1048, 3705
1049, 3707
1050, 3708
1051, 3708
1052, 3707
1053, 3708
1054, 3709
1055, 3708
1056, 3709
1057, 3710
1058, 3708
1059, 3711
1060, 3713
1061, 3709
1062, 3709
1063, 3709
1064, 3709
1065, 3710
1066, 3710
1067, 3711
1068, 3707
1069, 3711
1070, 3711
1071, 3711
1072, 3711
1073, 3710
1074, 3711
1075, 3710
1076, 3711
1077, 3711
1078, 3711
1079, 3713
1080, 3711
1081, 3711
1082, 3715
1083, 3712
1084, 3711
1085, 3710
1086, 3711
1087, 3711
1088, 3713
1089, 3714
1090, 3714
1091, 3713
1092, 3715
1093, 3711
1094, 3713
1095, 3715
1096, 3717
1097, 3714
1098, 3716
1099, 3714
1100, 3714
1101, 3713
1102, 3716
1103, 3714
1104, 3716
1105, 3717
1106, 3718
1107, 3715
1108, 3712
1109, 3715
1110, 3715
1111, 3717
1112, 3717
1113, 3714
1114, 3716
1115, 3716
1116, 3717
1117, 3713
1118, 3716
1119, 3715
1120, 3718
1121, 3717
1122, 3717
1123, 3717
1124, 3717
1125, 3717
1126, 3718
1127, 3718
1128, 3722
1129, 3718
1130, 3719
1131, 3714
1132, 3717
1133, 3717
1134, 3719
1135, 3717
1136, 3719
1137, 3719
1138, 3720
1139, 3719
1140, 3719
1141, 3719
1142, 3719
1143, 3719
1144, 3720
1145, 3718
1146, 3720
1147, 3721
1148, 3719
1149, 3721
1150, 3721
1151, 3723
1152, 3722
1153, 3721
1154, 3717
1155, 3721
1156, 3719
1157, 3719
1158, 3719
1159, 3722
1160, 3721
1161, 3722
1162, 3719
1163, 3721
1164, 3722
1165, 3722
1166, 3721
1167, 3722
1168, 3721
1169, 3722
1170, 3722
1171, 3723
1172, 3723
1173, 3725
1174, 3727
1175, 3722
1176, 3722
1177, 3720
1178, 3723
1179, 3723
1180, 3724
1181, 3722
1182, 3724
1183, 3722
1184, 3723
1185, 3723
1186, 3725
1187, 3723
1188, 3724
1189, 3724
1190, 3723
1191, 3725
1192, 3723
1193, 3723
1194, 3726
1195, 3725
1196, 3724
1197, 3731
1198, 3723
1199, 3724
1200, 3721
1201, 3724
1202, 3723
1203, 3726
1204, 3725
1205, 3725
1206, 3725
1207, 3724
1208, 3724
1209, 3726
1210, 3726
1211, 3727
1212, 3723
1213, 3727
1214, 3725
1215, 3726
1216, 3727
1217, 3726
1218, 3727
1219, 3726
1220, 3736
1221, 3725
1222, 3727
1223, 3723
1224, 3726
1225, 3725
1226, 3727
1227, 3726
1228, 3727
1229, 3725
1230, 3727
1231, 3725
1232, 3727
1233, 3726
1234, 3726
1235, 3727
1236, 3727
1237, 3726
1238, 3727
1239, 3727
1240, 3727
1241, 3727
1242, 3727
1243, 3733
1244, 3726
1245, 3727
1246, 3726
1247, 3727
1248, 3727
1249, 3727
1250, 3727
1251, 3727
1252, 3729
1253, 3727
1254, 3730
1255, 3727
1256, 3727
1257, 3727
1258, 3727
1259, 3727
1260, 3727
1261, 3727
1262, 3729
1263, 3727
1264, 3729
1265, 3730
1266, 3731
1267, 3727
1268, 3730
1269, 3726
1270, 3729
1271, 3727
1272, 3727
1273, 3727
1274, 3730
1275, 3729
1276, 3730
1277, 3727
1278, 3729
1279, 3729
1280, 3730
1281, 3730
1282, 3730
1283, 3730
1284, 3730
1285, 3727
1286, 3730
1287, 3731
1288, 3733
1289, 3734
1290, 3730
1291, 3730
1292, 3729
1293, 3731
1294, 3731
1295, 3732
1296, 3731
1297, 3731
1298, 3731
1299, 3731
1300, 3731
1301, 3731
1302, 3733
1303, 3732
1304, 3732
1305, 3731
1306, 3731
1307, 3732
1308, 3731
1309, 3732
1310, 3727
1311, 3734
1312, 3735
1313, 3731
1314, 3730
1315, 3730
1316, 3731
1317, 3730
1318, 3731
1319, 3731
1320, 3733
1321, 3732
1322, 3731
1323, 3731
1324, 3733
1325, 3729
1326, 3732
1327, 3732
1328, 3732
1329, 3734
1330, 3733
1331, 3733
1332, 3732
1333, 3733
1334, 3737
1335, 3736
1336, 3733
1337, 3730
1338, 3732
1339, 3732
1340, 3730
1341, 3732
1342, 3733
1343, 3733
1344, 3734
1345, 3733
1346, 3733
1347, 3732
1348, 3734
1349, 3732
1350, 3734
1351, 3735
1352, 3734
1353, 3733
1354, 3734
1355, 3732
1356, 3736
1357, 3738
1358, 3736
1359, 3731
1360, 3731
1361, 3733
1362, 3731
1363, 3732
1364, 3733
1365, 3734
1366, 3732
1367, 3734
1368, 3734
1369, 3733
1370, 3734
1371, 3736
1372, 3734
1373, 3734
1374, 3735
1375, 3734
1376, 3735
1377, 3735
1378, 3735
1379, 3736
1380, 3739
1381, 3734
1382, 3735
1383, 3731
1384, 3734
1385, 3734
1386, 3735
1387, 3735
1388, 3735
1389, 3735
1390, 3736
1391, 3734
1392, 3734
1393, 3734
1394, 3735
1395, 3735
1396, 3738
1397, 3735
1398, 3735
1399, 3735
1400, 3735
1401, 3735
1402, 3735
1403, 3741
1404, 3736
1405, 3736
1406, 3734
1407, 3735
1408, 3734
1409, 3735
1410, 3735
1411, 3736
1412, 3736
1413, 3736
1414, 3735
1415, 3735
1416, 3734
1417, 3735
1418, 3736
1419, 3737
1420, 3735
1421, 3735
1422, 3737
1423, 3738
1424, 3736
1425, 3738
1426, 3741
1427, 3735
1428, 3736
1429, 3735
1430, 3735
1431, 3735
1432, 3737
1433, 3735
1434, 3738
1435, 3736
1436, 3737
1437, 3735
1438, 3734
1439, 3736
1440, 3736
1441, 3736
1442, 3738
1443, 3736
1444, 3735
1445, 3736
1446, 3739
1447, 3736
1448, 3737
1449, 3741
1450, 3735
1451, 3737
1452, 3735
1453, 3736
1454, 3735
1455, 3737
1456, 3736
1457, 3737
1458, 3736
1459, 3735
1460, 3738
1461, 3736
1462, 3736
1463, 3738
1464, 3736
1465, 3737
1466, 3738
1467, 3737
1468, 3737
1469, 3738
1470, 3738
1471, 3738
1472, 3740
1473, 3736
1474, 3738
1475, 3735
1476, 3737
1477, 3737
1478, 3738
1479, 3739
1480, 3739
1481, 3737
1482, 3738
1483, 3737
1484, 3737
1485, 3737
1486, 3737
1487, 3737
1488, 3738
1489, 3737
1490, 3737
1491, 3737
1492, 3738
1493, 3739
1494, 3739
1495, 3741
1496, 3739
1497, 3737
1498, 3734
1499, 3737
MicroPython v1.22.0-preview.296.g3b56b206a.dirty on 2023-12-19; NUCLEO-L476RG with STM32L476RG
Type "help()" for more information.
>>> 
