lt,rt,lp,rp,lv,rv
1049.0,1034.0,0.7826157,0.6864283,0.0,0.0
21609.0,21506.0,0.8700588,0.7651271,149.0,134.0
38070.0,37969.0,1.023084,0.9181524,325.0,325.0
59096.0,58992.0,1.285414,1.180482,436.0,436.0
80045.0,79953.0,1.600209,1.495277,526.0,525.0
101435.0,101344.0,1.945609,1.853794,565.0,586.0
117460.0,117371.0,2.21231,2.129239,582.0,601.0
138977.0,138885.0,2.579571,2.500873,597.0,604.0
160110.0,160018.0,2.938088,2.855017,593.0,586.0
181248.0,181156.0,3.283488,3.217906,571.0,600.0
197696.0,197608.0,3.554562,3.497724,576.0,595.0
218837.0,218745.0,3.908706,3.85624,586.0,593.0
240352.0,240261.0,4.267223,4.21913,583.0,590.0
261393.0,261303.0,4.621368,4.582018,588.0,603.0
277411.0,277324.0,4.896814,4.857464,601.0,601.0
298976.0,298884.0,5.277191,5.229097,617.0,603.0
320103.0,320011.0,5.648824,5.60073,615.0,615.0
341616.0,341524.0,6.024829,5.981108,611.0,618.0
357632.0,357544.0,6.30902,6.260926,620.0,611.0
378680.0,378588.0,6.67628,6.623815,610.0,603.0
400148.0,400055.0,7.052286,6.995448,613.0,605.0
421275.0,421184.0,7.419547,7.362709,608.0,608.0
437764.0,437675.0,7.708109,7.646899,612.0,603.0
458897.0,458805.0,8.070998,8.009788,601.0,601.0
480025.0,479933.0,8.433887,8.372677,601.0,601.0
501582.0,501489.0,8.805521,8.739938,603.0,596.0
517597.0,517509.0,9.080967,9.019755,601.0,611.0
539195.0,539104.0,9.456972,9.387016,609.0,595.0
560322.0,560230.0,9.815489,9.754277,593.0,608.0
581451.0,581359.0,10.17401,10.11279,593.0,593.0
597894.0,597805.0,10.44945,10.39698,586.0,604.0
619023.0,618932.0,10.8036,10.7555,586.0,593.0
640446.0,640353.0,11.16648,11.11839,592.0,592.0
661566.0,661474.0,11.52937,11.48128,601.0,601.0
677582.0,677493.0,11.80045,11.75673,592.0,601.0
699135.0,699044.0,12.16771,12.11961,596.0,589.0
720256.0,720164.0,12.52623,12.4825,594.0,601.0
741758.0,741666.0,12.89349,12.84976,597.0,597.0
757774.0,757685.0,13.16456,13.12084,592.0,592.0
778899.0,778808.0,13.52308,13.48373,594.0,601.0
800449.0,800357.0,13.89908,13.85099,610.0,596.0
821568.0,821476.0,14.26197,14.20951,601.0,594.0
838047.0,837958.0,14.53742,14.48932,585.0,594.0
859169.0,859078.0,14.89593,14.84347,594.0,586.0
880289.0,880197.0,15.25445,15.20636,594.0,601.0
901833.0,901740.0,15.61734,15.56925,589.0,589.0
917846.0,917758.0,15.88841,15.84032,592.0,592.0
939439.0,939348.0,16.25567,16.20758,595.0,595.0
960552.0,960460.0,16.60982,16.57484,587.0,608.0
